Código del libro,Titulo,Autor,Año de publicación,DOI_Original,Editorial,Abstract,Keywords,"Institución coeditora (separar cada institución con "";"")",Idioma,OpenAlex_ID,OpenAlex_Title,OpenAlex_Author,OpenAlex_Concepts,OpenAlex_Citations,OpenAlex_Similarity,Metodo_Match,Area_Conocimiento,W_Citas,Titulos_Editorial_Area,W_Editorial,Titulo_Final,Autor_Final,Tag,W_Editorial_Norm,W_Citas_Norm
UEC0002,¡Queremos lo nuestro! Lecciones del programa de restitución de tierras de Sudáfrica ,Bernadette Atuahene; Luz Helena Hanauer,2021,,Universidad Externado de Colombia,,,,Español,,,,,0,0.0,No Encontrado,General,0.0,16,1.2833213344056216,¡Queremos lo nuestro! Lecciones del programa de restitución de tierras de Sudáfrica,Bernadette Atuahene,queremos lecciones programa restitución tierras sudáfrica queremos lecciones programa restitución tierras sudáfrica bernadette atuahene universidadexternadodecolombia universidadexternadodecolombia general,0.3563,0.0
UEC0003,¿Cómo se fractura un sistema penal acusatorio? El caso dominicano,María del Pilar Zuleta Gómez,2023,,Universidad Externado de Colombia,,Derecho; Tesis Doctorales; Sistema acusatorio; República Dominicana; Procedimiento penal; Administración de justicia; Acción penal; Sentencias; Derecho de defensa; Igualdad ante la ley,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,¿Cómo se fractura un sistema penal acusatorio? El caso dominicano,María del Pilar Zuleta Gómez,cómo fractura sistema penal acusatorio caso dominicano cómo fractura sistema penal acusatorio caso dominicano maría pilar zuleta gómez universidadexternadodecolombia universidadexternadodecolombia derecho tesis doctorales sistema acusatorio república dominicana procedimiento penal administración justicia acción penal sentencias derecho defensa igualdad ley derecho tesis doctorales sistema acusatorio república dominicana procedimiento penal administración justicia acción penal sentencias derecho defensa igualdad ley derecho tesis doctorales sistema acusatorio república dominicana procedimiento penal administración justicia acción penal sentencias derecho defensa igualdad ley derecho,0.8636,0.0
UEC0004,¿Cómo y para qué se elabora una teoría del caso? ,Danny Marrero; Yesid Reyes Alvarado,2020,,Universidad Externado de Colombia,,,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,¿Cómo y para qué se elabora una teoría del caso?,Danny Marrero,cómo elabora teoría caso cómo elabora teoría caso danny marrero universidadexternadodecolombia universidadexternadodecolombia derecho,0.8636,0.0
UEC0005,"¿Cuarta revolución industrial? Contribuciones tecnosociales para la transformación social Disrupción tecnológica, transformación y sociedad",Juan Carlos Henao; Mario A. Pinzón Camargo,2021,,Universidad Externado de Colombia,,"Filosofía del derecho; Derecho; Disrupción tecnológica, transformación y sociedad",,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,"¿Cuarta revolución industrial? Contribuciones tecnosociales para la transformación social Disrupción tecnológica, transformación y sociedad",Juan Carlos Henao,cuarta revolución industrial contribuciones tecnosociales transformación social disrupción tecnológica transformación sociedad cuarta revolución industrial contribuciones tecnosociales transformación social disrupción tecnológica transformación sociedad juan carlos henao universidadexternadodecolombia universidadexternadodecolombia filosofía derecho derecho disrupción tecnológica transformación sociedad filosofía derecho derecho disrupción tecnológica transformación sociedad filosofía derecho derecho disrupción tecnológica transformación sociedad derecho,0.8636,0.0
UEC0006,¿Dudar y condenar? El impacto de las cargas probatorias dinámicas en el sistema acusatorio colombiano,José Joaquín Urbano Martínez,2021,,Universidad Externado de Colombia,,Derecho penal; Derecho; ¿Dudar y condenar?,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,¿Dudar y condenar? El impacto de las cargas probatorias dinámicas en el sistema acusatorio colombiano,José Joaquín Urbano Martínez,dudar condenar impacto cargas probatorias dinámicas sistema acusatorio colombiano dudar condenar impacto cargas probatorias dinámicas sistema acusatorio colombiano josé joaquín urbano martínez universidadexternadodecolombia universidadexternadodecolombia derecho penal derecho dudar condenar derecho penal derecho dudar condenar derecho penal derecho dudar condenar derecho,0.8636,0.0
UEC0007,¿Enfriamiento regulatorio? (Regulatory chill?) Perspectiva del Estado colombiano frente a los Acuerdos Internacionales de Inversión y su tratamiento casuístico,María Camila Valencia Triana; Yeison Fernando Leal Baldión,2024,,Universidad Externado de Colombia,,Acuerdos Internacionales de Inversión; regulación; protección; inversiones extranjeras; enfriamiento regulatorio; regulatory chill,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,¿Enfriamiento regulatorio? Perspectiva del Estado colombiano frente a los Acuerdos Internacionales de Inversión y su tratamiento casuístico,María Camila Valencia Triana,enfriamiento regulatorio perspectiva colombiano frente acuerdos internacionales inversión tratamiento casuístico enfriamiento regulatorio perspectiva colombiano frente acuerdos internacionales inversión tratamiento casuístico maría camila valencia triana universidadexternadodecolombia universidadexternadodecolombia acuerdos internacionales inversión regulación protección inversiones extranjeras enfriamiento regulatorio regulatory chill acuerdos internacionales inversión regulación protección inversiones extranjeras enfriamiento regulatorio regulatory chill acuerdos internacionales inversión regulación protección inversiones extranjeras enfriamiento regulatorio regulatory chill derecho,0.8636,0.0
UEC0008,¿Y si eliminamos el límite máximo a las tasas de interés en los créditos de consumo y ordinario? Una revisión de los efectos bajo el análisis económico del derecho,David Andrés Franco Quintero,2020,,Universidad Externado de Colombia,,límite máximo; tasas de interés; créditos; consumo; ordinario; banco; tarjeta de crédito,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,¿Y si eliminamos el límite máximo a las tasas de interés en los créditos de consumo y ordinario? Una revisión de los efectos bajo el análisis económico del derecho,David Andrés Franco Quintero,eliminamos límite máximo tasas interés créditos consumo ordinario revisión efectos bajo análisis económico derecho eliminamos límite máximo tasas interés créditos consumo ordinario revisión efectos bajo análisis económico derecho david andrés franco quintero universidadexternadodecolombia universidadexternadodecolombia límite máximo tasas interés créditos consumo ordinario banco tarjeta crédito límite máximo tasas interés créditos consumo ordinario banco tarjeta crédito límite máximo tasas interés créditos consumo ordinario banco tarjeta crédito derecho,0.8636,0.0
UEC0009,50 años del código de recursos naturales Propuestas de innovación jurídica para un futuro sostenible,Carolina Montes Cortés,2024,,Universidad Externado de Colombia,,recursos naturales; protección; conservación; legislación; Recursos naturales; medio ambiente,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,50 años del código de recursos naturales Propuestas de innovación jurídica para un futuro sostenible,Carolina Montes Cortés,años código recursos naturales propuestas innovación jurídica futuro sostenible años código recursos naturales propuestas innovación jurídica futuro sostenible carolina montes cortés universidadexternadodecolombia universidadexternadodecolombia recursos naturales protección conservación legislación recursos naturales medio ambiente recursos naturales protección conservación legislación recursos naturales medio ambiente recursos naturales protección conservación legislación recursos naturales medio ambiente derecho,0.8636,0.0
UEC0010,60 años bajo el signo de la prohibición Balances críticos de la política de drogas e iniciativas de cambio,Daniel Acevedo Gómez; Óscar A. Alfonso R.; Erik S. Aparicio Zamora; Samuel Baena Carrillo; Jairo Cabrera Pantoja; Luis Felipe Cruz Olivera; Camilo Augusto Delgado Rodríguez; Dario Fajardo Montaña; María del pilar García; Jorge Iván González; Andrés Macías Tolosa; Ana María Malagón Pérez; Isabel Pereira Aranda; Adriana Sánchez Andrade; María Juliana Santaella Cuberos; Héctor Santaella Quintero; Julián Santaella Tenorio; Yesid Reyes Alvarado; Antonio Robles Rosello; Ricardo Rocha García; Camilo Umaña Hernández; Angie G Upegui Pachón; Juan E. Jacobo Vásquez,2022,,Universidad Externado de Colombia,,Negocios Econòmicos; Política de drogas e iniciativas de cambio; Cultivos ilícitos; Colombia; Política antidrogas; Erradicación de cultivos ilícitos; Control de drogas y narcóticos; Glifosato; Cultivos ilícitos – Colombia; Política antidrogas – Colombia; Erradicación de cultivos ilícitos – Colombia,,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,66,1.4204692619390966,60 años bajo el signo de la prohibición Balances críticos de la política de drogas e iniciativas de cambio,Daniel Acevedo Gómez,años bajo signo prohibición balances críticos política drogas iniciativas cambio años bajo signo prohibición balances críticos política drogas iniciativas cambio daniel acevedo gómez universidadexternadodecolombia universidadexternadodecolombia negocios econòmicos política drogas iniciativas cambio cultivos ilícitos colombia política antidrogas erradicación cultivos ilícitos control drogas narcóticos glifosato cultivos ilícitos colombia política antidrogas colombia erradicación cultivos ilícitos colombia negocios econòmicos política drogas iniciativas cambio cultivos ilícitos colombia política antidrogas erradicación cultivos ilícitos control drogas narcóticos glifosato cultivos ilícitos colombia política antidrogas colombia erradicación cultivos ilícitos colombia negocios econòmicos política drogas iniciativas cambio cultivos ilícitos colombia política antidrogas erradicación cultivos ilícitos control drogas narcóticos glifosato cultivos ilícitos colombia política antidrogas colombia erradicación cultivos ilícitos colombia negocios economía,0.5846,0.0
UEC0012,Actos de disposición del cuerpo humano Tradición jurídica romanista y perspectivas contemporáneas,Aldo Petrucci; Enrique Santamaría Echeverría,2020,,Universidad Externado de Colombia,,Derecho civil; Derecho; Colección de publicaciones del Centro de Estudios sobre Genética y Derecho N°6; Perspectivas contemporáneas,Universitá Di Pisa,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Actos de disposición del cuerpo humano Tradición jurídica romanista y perspectivas contemporáneas,Aldo Petrucci,actos disposición cuerpo humano tradición jurídica romanista perspectivas contemporáneas actos disposición cuerpo humano tradición jurídica romanista perspectivas contemporáneas aldo petrucci universidadexternadodecolombia universidadexternadodecolombia derecho civil derecho colección publicaciones centro estudios genética derecho perspectivas contemporáneas derecho civil derecho colección publicaciones centro estudios genética derecho perspectivas contemporáneas derecho civil derecho colección publicaciones centro estudios genética derecho perspectivas contemporáneas derecho,0.8636,0.0
UEC0013,"Ahora o nunca Gobernanza, coproducción y bioeconomía contra el cambio climático",Mauricio Avellaneda-Hortúa; Milton Laureano Cuervo Casallas; Martha Isabel Gómez Lee; Javier Leonardo Garay Vargas; Mariángela Guzmán González; Hector Heraldo Rojas Jiménez; Adriana Sandoval; Gustavo Valdivieso-Cerver,2021,,Universidad Externado de Colombia,,emergencia planetaria; cambio climático; gobernanza globa; coproducción de políticas; bioeconomía ecológica,,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,66,1.4204692619390966,"Ahora o nunca Gobernanza, coproducción y bioeconomía contra el cambio climático",Mauricio Avellaneda-Hortúa,ahora nunca gobernanza coproducción bioeconomía cambio climático ahora nunca gobernanza coproducción bioeconomía cambio climático mauricio avellaneda hortúa universidadexternadodecolombia universidadexternadodecolombia emergencia planetaria cambio climático gobernanza globa coproducción políticas bioeconomía ecológica emergencia planetaria cambio climático gobernanza globa coproducción políticas bioeconomía ecológica emergencia planetaria cambio climático gobernanza globa coproducción políticas bioeconomía ecológica negocios economía,0.5846,0.0
UEC0014,"Aires de revolución: nuevos desafíos tecnológicos a las instituciones económicas, financieras y organizacionales de nuestros tiempos Disrupción tecnológica, transformación y sociedad",Juan Carlos Henao; Liliana López Jiménez,2021,,Universidad Externado de Colombia,,"Derecho económico; Disrupción tecnológica, transformación y sociedad",,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,66,1.4204692619390966,"Aires de revolución: nuevos desafíos tecnológicos a las instituciones económicas, financieras y organizacionales de nuestros tiempos Disrupción tecnológica, transformación y sociedad",Juan Carlos Henao,aires revolución nuevos desafíos tecnológicos instituciones económicas financieras organizacionales tiempos disrupción tecnológica transformación sociedad aires revolución nuevos desafíos tecnológicos instituciones económicas financieras organizacionales tiempos disrupción tecnológica transformación sociedad juan carlos henao universidadexternadodecolombia universidadexternadodecolombia derecho económico disrupción tecnológica transformación sociedad derecho económico disrupción tecnológica transformación sociedad derecho económico disrupción tecnológica transformación sociedad negocios economía,0.5846,0.0
UEC0015,Algunos aspectos teóricos y prácticos de derecho mercantil ,Luis Gonzalo Baena Cárdenas,2021,,Universidad Externado de Colombia,,Derecho comercial; Derecho; Régimen jurídico; Sociedades comerciales en Colombia,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Algunos aspectos teóricos y prácticos de derecho mercantil,Luis Gonzalo Baena Cárdenas,aspectos teóricos prácticos derecho mercantil aspectos teóricos prácticos derecho mercantil luis gonzalo baena cárdenas universidadexternadodecolombia universidadexternadodecolombia derecho comercial derecho régimen jurídico sociedades comerciales colombia derecho comercial derecho régimen jurídico sociedades comerciales colombia derecho comercial derecho régimen jurídico sociedades comerciales colombia derecho,0.8636,0.0
UEC0016,Algunos elementos de debate sobre la Jurisdicción Especial Para La Paz - JEP - ,Carlos Arturo Gómez Pavajeau; Jennifer Rocio Olivero Duque; Diana Marcela Cubides Wilches; Shirly Vanesa Silva Maestre,2020,,Universidad Externado de Colombia,,Acuerdos de Paz de La Habana; jurisdicción especial para la paz; JEP; convivencia; crisi,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Algunos elementos de debate sobre la Jurisdicción Especial Para La Paz - JEP -,Carlos Arturo Gómez Pavajeau,elementos debate jurisdicción especial paz jep elementos debate jurisdicción especial paz jep carlos arturo gómez pavajeau universidadexternadodecolombia universidadexternadodecolombia acuerdos paz habana jurisdicción especial paz jep convivencia crisi acuerdos paz habana jurisdicción especial paz jep convivencia crisi acuerdos paz habana jurisdicción especial paz jep convivencia crisi derecho,0.8636,0.0
UEC0017,Alianza del Pacífico Condiciones migratorias laborales y de seguridad social,Jorge Mario Benítez Pinedo; Katerine Bermúdez Alarcón; María Cristina Gajardo; Javier Aguilo Gelerstein; Gabriela Mendizábal Bermúdez; Óscar Apáez Pineda; Guillermo Boza Pró; María katia García Landaburu,2022,,Universidad Externado de Colombia,,"Alianza del Pacífico; Derecho; Integración política, económica, social y cultural; Desarrollo sostenible; Política de migración; Pacífico (Región); Derechos de los inmigrantes; Migración humana; Seguridad social; Emigración; inmigración",,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Alianza del Pacífico Condiciones migratorias laborales y de seguridad social,Jorge Mario Benítez Pinedo,alianza pacífico condiciones migratorias laborales seguridad social alianza pacífico condiciones migratorias laborales seguridad social jorge mario benítez pinedo universidadexternadodecolombia universidadexternadodecolombia alianza pacífico derecho integración política económica social cultural desarrollo sostenible política migración pacífico región derechos inmigrantes migración humana seguridad social emigración inmigración alianza pacífico derecho integración política económica social cultural desarrollo sostenible política migración pacífico región derechos inmigrantes migración humana seguridad social emigración inmigración alianza pacífico derecho integración política económica social cultural desarrollo sostenible política migración pacífico región derechos inmigrantes migración humana seguridad social emigración inmigración derecho,0.8636,0.0
UEC0018,"Amores fatales Homicidas conyugales, derecho y castigo a finales del periodo colonial en  el Atlántico español",Víctor Manuel Uribe-Urán,2022,,Universidad Externado de Colombia,,violencia social; derecho español; colonias; historia de España; amores fatales,,Español,,,,,0,0.0,No Encontrado,Ciencias Sociales,0.0,42,1.3761200115693564,"Amores fatales Homicidas conyugales, derecho y castigo a finales del periodo colonial en el Atlántico español",Víctor Manuel Uribe-Urán,amores fatales homicidas conyugales derecho castigo finales periodo colonial atlántico español amores fatales homicidas conyugales derecho castigo finales periodo colonial atlántico español víctor manuel uribe urán universidadexternadodecolombia universidadexternadodecolombia violencia social derecho español colonias historia españa amores fatales violencia social derecho español colonias historia españa amores fatales violencia social derecho español colonias historia españa amores fatales ciencias sociales,0.5108,0.0
UEC0019,Análisis Crítico de la Reforma Tributaria - Ley 2277 de 2022 ,José Manuel Castro Arango; Roberto Insignares Gómez; Olga Lucía González,2023,,Universidad Externado de Colombia,,Derecho fiscal -- Colombia; Política fiscal -- Colombia; Reformas tributarias -- Colombia; Impuestos sobre la renta -- Legislación -- Colombia; Impuestos -- Legislación -- Colombia; Procedimiento  tributario -- Colombia; Hacienda pública -- Legislación -- Colombia,,Español,,,,,0,0.0,No Encontrado,Ciencias Sociales,0.0,42,1.3761200115693564,Análisis Crítico de la Reforma Tributaria - Ley 2277 de 2022,José Manuel Castro Arango,análisis crítico reforma tributaria ley 2277 2022 análisis crítico reforma tributaria ley 2277 2022 josé manuel castro arango universidadexternadodecolombia universidadexternadodecolombia derecho fiscal colombia política fiscal colombia reformas tributarias colombia impuestos renta legislación colombia impuestos legislación colombia procedimiento tributario colombia hacienda pública legislación colombia derecho fiscal colombia política fiscal colombia reformas tributarias colombia impuestos renta legislación colombia impuestos legislación colombia procedimiento tributario colombia hacienda pública legislación colombia derecho fiscal colombia política fiscal colombia reformas tributarias colombia impuestos renta legislación colombia impuestos legislación colombia procedimiento tributario colombia hacienda pública legislación colombia ciencias sociales,0.5108,0.0
UEC0020,Análisis Crítico de la Tributación indirecta en el ordenamiento jurídico colombiano ,Roberto Carlos Insignares Gómez; Camilo Perdomo Guilombo,2023,,Universidad Externado de Colombia,,Derecho; Derecho Fiscal; Règimen Colombiano; Tributaciòn Indirecta; Derecho fiscal; Impuesto al valor agregado; Aspectos legales; Aspectos legales; Propiedad industrial; Legislación aduanera,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Análisis Crítico de la Tributación indirecta en el ordenamiento jurídico colombiano,Roberto Carlos Insignares Gómez,análisis crítico tributación indirecta ordenamiento jurídico colombiano análisis crítico tributación indirecta ordenamiento jurídico colombiano roberto carlos insignares gómez universidadexternadodecolombia universidadexternadodecolombia derecho derecho fiscal règimen colombiano tributaciòn indirecta derecho fiscal impuesto valor agregado aspectos legales aspectos legales propiedad industrial legislación aduanera derecho derecho fiscal règimen colombiano tributaciòn indirecta derecho fiscal impuesto valor agregado aspectos legales aspectos legales propiedad industrial legislación aduanera derecho derecho fiscal règimen colombiano tributaciòn indirecta derecho fiscal impuesto valor agregado aspectos legales aspectos legales propiedad industrial legislación aduanera derecho,0.8636,0.0
UEC0021,Análisis de la estructura financiera departamental El llamado a una gobernanza basada en la descentralización fiscal,Érika Sabogal Castro; José Manuel Castro Arango,2024,,Universidad Externado de Colombia,,Descentralización administrativa -- Colombia; Gobierno local -- Colombia; Hacienda pública – Colombia; Hacienda municipal -- Colombia; Reforma  tributaria – Colombia; Impuestos locales – Colombia; Desigualdad económica  regional -- Colombia; Entidades territoriales -- Colombia; Regalías – Colombia; Presupuesto nacional -- Colombia,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Análisis de la estructura financiera departamental El llamado a una gobernanza basada en la descentralización fiscal,Érika Sabogal Castro,análisis estructura financiera departamental llamado gobernanza basada descentralización fiscal análisis estructura financiera departamental llamado gobernanza basada descentralización fiscal érika sabogal castro universidadexternadodecolombia universidadexternadodecolombia descentralización administrativa colombia gobierno local colombia hacienda pública colombia hacienda municipal colombia reforma tributaria colombia impuestos locales colombia desigualdad económica regional colombia entidades territoriales colombia regalías colombia presupuesto nacional colombia descentralización administrativa colombia gobierno local colombia hacienda pública colombia hacienda municipal colombia reforma tributaria colombia impuestos locales colombia desigualdad económica regional colombia entidades territoriales colombia regalías colombia presupuesto nacional colombia descentralización administrativa colombia gobierno local colombia hacienda pública colombia hacienda municipal colombia reforma tributaria colombia impuestos locales colombia desigualdad económica regional colombia entidades territoriales colombia regalías colombia presupuesto nacional colombia derecho,0.8636,0.0
UEC0022,Análisis de los imaginarios de la conflictividad petrolera El caso de la Unión Sindical Obrera  en Barrancabermeja (1951-1999),Cristian Darío Castro Urrego,2020,,Universidad Externado de Colombia,,Conflictividad petrolera; Barrancabermeja; conflictos laborales; conflictos sociales; conflictos ambientales,,Español,,,,,0,0.0,No Encontrado,Negocios y Economía,0.0,66,1.4204692619390966,Análisis de los imaginarios de la conflictividad petrolera El caso de la Unión Sindical Obrera en Barrancabermeja,Cristian Darío Castro Urrego,análisis imaginarios conflictividad petrolera caso unión sindical obrera barrancabermeja análisis imaginarios conflictividad petrolera caso unión sindical obrera barrancabermeja cristian darío castro urrego universidadexternadodecolombia universidadexternadodecolombia conflictividad petrolera barrancabermeja conflictos laborales conflictos sociales conflictos ambientales conflictividad petrolera barrancabermeja conflictos laborales conflictos sociales conflictos ambientales conflictividad petrolera barrancabermeja conflictos laborales conflictos sociales conflictos ambientales negocios economía,0.5846,0.0
UEC0023,Análisis del régimen de responsabilidad aplicable a los robo-advisors por incumplimiento en la prestación de la actividad de asesoría Una propuesta desde la responsabilidad civil objetiva,Crystal Peña Melo,2023,,Universidad Externado de Colombia,,robo-advisors; asesoría financiera; responsabilidad civil; incumplimiento; derecho financiero,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Análisis del régimen de responsabilidad aplicable a los robo-advisors por incumplimiento en la prestación de la actividad de asesoría Una propuesta desde la responsabilidad civil objetiva,Crystal Peña Melo,análisis régimen responsabilidad aplicable robo advisors incumplimiento prestación actividad asesoría propuesta responsabilidad civil objetiva análisis régimen responsabilidad aplicable robo advisors incumplimiento prestación actividad asesoría propuesta responsabilidad civil objetiva crystal peña melo universidadexternadodecolombia universidadexternadodecolombia robo advisors asesoría financiera responsabilidad civil incumplimiento derecho financiero robo advisors asesoría financiera responsabilidad civil incumplimiento derecho financiero robo advisors asesoría financiera responsabilidad civil incumplimiento derecho financiero derecho,0.8636,0.0
UEC0024,Análisis económico del derecho Fundamentos y escuelas. Tomo XIV,Daniel Alejandro Monroy Cely,2023,,Universidad Externado de Colombia,,Análisis económico -- Aspectos jurídicos; Derecho y economía -- Aspectos jurídicos; Derecho de  propiedad -- Aspectos económicos; Política -- Aspectos jurídicos; Argumentación jurídica; Economía del  bienestar -- Aspectos jurídicos; Intervención del Estado -- Aspectos económicos; Economía social de mercado,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Análisis económico del derecho Fundamentos y escuelas. Tomo XIV,Daniel Alejandro Monroy Cely,análisis económico derecho fundamentos escuelas tomo xiv análisis económico derecho fundamentos escuelas tomo xiv daniel alejandro monroy cely universidadexternadodecolombia universidadexternadodecolombia análisis económico aspectos jurídicos derecho economía aspectos jurídicos derecho propiedad aspectos económicos política aspectos jurídicos argumentación jurídica economía bienestar aspectos jurídicos intervención aspectos económicos economía social mercado análisis económico aspectos jurídicos derecho economía aspectos jurídicos derecho propiedad aspectos económicos política aspectos jurídicos argumentación jurídica economía bienestar aspectos jurídicos intervención aspectos económicos economía social mercado análisis económico aspectos jurídicos derecho economía aspectos jurídicos derecho propiedad aspectos económicos política aspectos jurídicos argumentación jurídica economía bienestar aspectos jurídicos intervención aspectos económicos economía social mercado derecho,0.8636,0.0
UEC0025,Análisis ideológico de los discursos del proceso de paz en Colombia (2012-2016) ,Victoria Elena González Mantilla,2021,,Universidad Externado de Colombia,,Historia; Ciencias sociales y humanas; Análisis ideológico,,Español,,,,,0,0.0,No Encontrado,Historia,0.0,12,1.2564949357461537,Análisis ideológico de los discursos del proceso de paz en Colombia,Victoria Elena González Mantilla,análisis ideológico discursos proceso paz colombia análisis ideológico discursos proceso paz colombia victoria elena gonzález mantilla universidadexternadodecolombia universidadexternadodecolombia historia ciencias sociales humanas análisis ideológico historia ciencias sociales humanas análisis ideológico historia ciencias sociales humanas análisis ideológico historia,0.3116,0.0
UEC0026,Anuario de seguimiento y análisis de políticas 2021 ,Ana García Beruga,2022,,Universidad Externado de Colombia,,análisis de políticas públicas; Colombia; seguimiento; políticas públicas,,Español,,,,,0,0.0,No Encontrado,Ciencias Políticas,0.0,30,1.3433987204485147,Anuario de seguimiento y análisis de políticas 2021,Ana García Beruga,anuario seguimiento análisis políticas 2021 anuario seguimiento análisis políticas 2021 ana garcía beruga universidadexternadodecolombia universidadexternadodecolombia análisis políticas públicas colombia seguimiento políticas públicas análisis políticas públicas colombia seguimiento políticas públicas análisis políticas públicas colombia seguimiento políticas públicas ciencias políticas,0.4563,0.0
UEC0027,Anuario iberoamericano de derecho de la energía Vol V. Energías renovables y comunidades energéticas,Varios autores,2024,,Universidad Externado de Colombia,,,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Anuario iberoamericano de derecho de la energía Vol V. Energías renovables y comunidades energéticas,Varios autores,anuario iberoamericano derecho energía vol energías renovables comunidades energéticas anuario iberoamericano derecho energía vol energías renovables comunidades energéticas varios autores universidadexternadodecolombia universidadexternadodecolombia derecho,0.8636,0.0
UEC0028,Anuario iberoamericano de derecho de la energía Vol IV. Hacia un derecho global de la energía,Luis Ferney Moreno Castillo; Carlos Villanueva,2022,,Universidad Externado de Colombia,,Derecho; ASIDE; Derecho de la energía; Energía eléctrica; Innovaciones tecnológicas; Colombia; Industria energética; Aspectos jurídicos; Energía renovable; Aspectos ambientales; Regulación económica; Derecho ambiental; Derecho minero; Derecho público,,Español,,,,,0,0.0,No Encontrado,Ciencias Políticas,0.0,30,1.3433987204485147,Anuario iberoamericano de derecho de la energía Vol IV. Hacia un derecho global de la energía,Luis Ferney Moreno Castillo,anuario iberoamericano derecho energía vol hacia derecho global energía anuario iberoamericano derecho energía vol hacia derecho global energía luis ferney moreno castillo universidadexternadodecolombia universidadexternadodecolombia derecho aside derecho energía energía eléctrica innovaciones tecnológicas colombia industria energética aspectos jurídicos energía renovable aspectos ambientales regulación económica derecho ambiental derecho minero derecho público derecho aside derecho energía energía eléctrica innovaciones tecnológicas colombia industria energética aspectos jurídicos energía renovable aspectos ambientales regulación económica derecho ambiental derecho minero derecho público derecho aside derecho energía energía eléctrica innovaciones tecnológicas colombia industria energética aspectos jurídicos energía renovable aspectos ambientales regulación económica derecho ambiental derecho minero derecho público ciencias políticas,0.4563,0.0
UEC0029,Anuario Iberoamericano de derecho de la energía Vol III. El derecho de la energía sostenible,Luis Ferney Moreno Castillo; Carlos Villanueva,2021,,Universidad Externado de Colombia,,Derecho minero energético; Derecho; Energía sostenible,ASIDE - Asociación iberoamericana de derecho de la energía; IPI - Ius Publicum Innovatio,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Anuario Iberoamericano de derecho de la energía Vol III. El derecho de la energía sostenible,Luis Ferney Moreno Castillo,anuario iberoamericano derecho energía vol iii derecho energía sostenible anuario iberoamericano derecho energía vol iii derecho energía sostenible luis ferney moreno castillo universidadexternadodecolombia universidadexternadodecolombia derecho minero energético derecho energía sostenible derecho minero energético derecho energía sostenible derecho minero energético derecho energía sostenible derecho,0.8636,0.0
UEC0030,Anuario iberoamericano de derecho minero Minería y transición energética,Milton Fernando Montoya Pardo; Ana Paola Gutiérrez Rico; Paola Bermúdez Roldan,2024,,Universidad Externado de Colombia,,Derecho minero; sector minero; Iberoamérica; transición energética; evolución del sector minero,,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,357,1.58805329864007,Anuario iberoamericano de derecho minero Minería y transición energética,Milton Fernando Montoya Pardo,anuario iberoamericano derecho minero minería transición energética anuario iberoamericano derecho minero minería transición energética milton fernando montoya pardo universidadexternadodecolombia universidadexternadodecolombia derecho minero sector minero iberoamérica transición energética evolución sector minero derecho minero sector minero iberoamérica transición energética evolución sector minero derecho minero sector minero iberoamérica transición energética evolución sector minero derecho,0.8636,0.0
UEC0031,Anuario Iberoamericano de Derecho Minero Fundamentos Jurídicos del Sector Minero en Iberoamérica,Lina Muñoz Ávila; Milton Fernando Montoya Pardo,2020,,Universidad Externado de Colombia,,Derecho minero energético; Derecho; Fundamentos Jurídicos,,Español,,,,,0,0.0,No Encontrado,Ciencias Políticas,0.0,30,1.3433987204485147,Anuario Iberoamericano de Derecho Minero Fundamentos Jurídicos del Sector Minero en Iberoamérica,Lina Muñoz Ávila,anuario iberoamericano derecho minero fundamentos jurídicos sector minero iberoamérica anuario iberoamericano derecho minero fundamentos jurídicos sector minero iberoamérica lina muñoz ávila universidadexternadodecolombia universidadexternadodecolombia derecho minero energético derecho fundamentos jurídicos derecho minero energético derecho fundamentos jurídicos derecho minero energético derecho fundamentos jurídicos ciencias políticas,0.4563,0.0
